annettevogt-20180320-rec_segment_0018;annettevogt-20180320-rec;segment_0018;In Dahlem. Wir sind in Berlin Dahlem.;in dahlem wir sind in berlin dahlem;3
timpritlove-20180320-rec_segment_0959;timpritlove-20180320-rec;segment_0959;währenden Debatte, ob das jetzt so eine gute Idee war oder nicht, aber so war es auf jeden Fall, das heißt ursprünglich;währenden debatte ob das jetzt so eine gute idee war oder nicht aber so war es auf jeden fall das heißt ursprünglich;3
timpritlove-20180320-rec_segment_0960;timpritlove-20180320-rec;segment_0960;war das eben quasi die reichen Familien und damals hatte die Gesellschaft ja auch;war das eben quasi die reichen familien und damals hatte die gesellschaft ja auch;3
timpritlove-20180320-rec_segment_0961;timpritlove-20180320-rec;segment_0961;noch auch wirklich super extreme Unterschiede zwischen arm und reich. Es gab immer diese starken Familienverbände oder *eh* in dem Sinne auch;noch auch wirklich super extreme unterschiede zwischen arm und reich es gab immer diese starken familienverbände oder eh in dem sinne auch;3
timpritlove-20180320-rec_segment_0962;timpritlove-20180320-rec;segment_0962;wirtschaftlichen Verbände, die da letzten Endes darstellten;wirtschaftlichen verbände die da letzten endes darstellten;3
timpritlove-20180320-rec_segment_0963;timpritlove-20180320-rec;segment_0963;und aus diesem Geld heraus, wie ja früher auch schon bei den;und aus diesem geld heraus wie ja früher auch schon bei den;3
timpritlove-20180320-rec_segment_0965;timpritlove-20180320-rec;segment_0965;*hehe* Ja oder eine eigene Akademie hielten, um ihren eigenen Namen drauf zu machen oder nicht.;hehe ja oder eine eigene akademie hielten um ihren eigenen namen drauf zu machen oder nicht;3
timpritlove-20180320-rec_segment_0966;timpritlove-20180320-rec;segment_0966;so Jetzt haben wir das in den;so jetzt haben wir das in den;3
timpritlove-20180320-rec_segment_0967;timpritlove-20180320-rec;segment_0967;in der modernen Zeit die Wissenschaft dann immer weiter popularisiert hat und auch immer mehr zu einem festen Bestandteil der Gesellschaft gemacht hat, ist es ja quasi mehr,;in der modernen zeit die wissenschaft dann immer weiter popularisiert hat und auch immer mehr zu einem festen bestandteil der gesellschaft gemacht hat ist es ja quasi mehr;3
timpritlove-20180320-rec_segment_0968;timpritlove-20180320-rec;segment_0968;nicht nur in die Gesellschaft, auch in den Staat reingerückt. Es ist ein Selbstverständnis gekommen, dass man das dass man kostenlose Ausbildung;nicht nur in die gesellschaft auch in den staat reingerückt es ist ein selbstverständnis gekommen dass man das dass man kostenlose ausbildung;3
timpritlove-20180320-rec_segment_0969;timpritlove-20180320-rec;segment_0969;*eh* anbieten muss oder überhaupt erschwingliche - *eh* inwiefern das kostenlos, das lässt sich sicherlich nochmal debattieren - aber dass es sozusagen;eh anbieten muss oder überhaupt erschwingliche eh inwiefern das kostenlos das lässt sich sicherlich nochmal debattieren aber dass es sozusagen;3
timpritlove-20180320-rec_segment_0970;timpritlove-20180320-rec;segment_0970;einfach gemacht werden muss, dass man das man nicht auch bewusst eine Barriere aufzieht mit, so hier bitte nur die Eliten und der Rest dann *eh*;einfach gemacht werden muss dass man das man nicht auch bewusst eine barriere aufzieht mit so hier bitte nur die eliten und der rest dann eh;3
timpritlove-20180320-rec_segment_0971;timpritlove-20180320-rec;segment_0971;bitte nach links gehen. *mhm* *eh*;bitte nach links gehen mhm eh;3
timpritlove-20180320-rec_segment_0972;timpritlove-20180320-rec;segment_0972;Ich denke es gibt schon das Selbstverständnis mittlerweile, zumindest jetzt im europäischen Kontext, über den wir ja im Prinzip hier die ganze Zeit reden, *ehm*;ich denke es gibt schon das selbstverständnis mittlerweile zumindest jetzt im europäischen kontext über den wir ja im prinzip hier die ganze zeit reden ehm;3
timpritlove-20180320-rec_segment_0973;timpritlove-20180320-rec;segment_0973;dass das im Prinzip richtig ist. *eh* Trotz alledem;dass das im prinzip richtig ist eh trotz alledem;3
timpritlove-20180320-rec_segment_0974;timpritlove-20180320-rec;segment_0974;merkt man ja auch, wie die wirtschaftlichen Anforderungen in den letzten Jahrzehnten auch stark wieder zurückgewirkt haben.;merkt man ja auch wie die wirtschaftlichen anforderungen in den letzten jahrzehnten auch stark wieder zurückgewirkt haben;3
timpritlove-20180320-rec_segment_0975;timpritlove-20180320-rec;segment_0975;Wissenschaftler müssen sich selber um Drittmittel *eh* kümmern, teilweise auch in erheblichem Maße.;wissenschaftler müssen sich selber um drittmittel eh kümmern teilweise auch in erheblichem maße;3
timpritlove-20180320-rec_segment_0976;timpritlove-20180320-rec;segment_0976;Werden auch in ihrer Arbeit;werden auch in ihrer arbeit;3
timpritlove-20180320-rec_segment_0977;timpritlove-20180320-rec;segment_0977;danach beurteilt, wie viel Drittmittel sie denn jetzt einwerben. ja Wo man sich dann halt auch wieder fragt,;danach beurteilt wie viel drittmittel sie denn jetzt einwerben ja wo man sich dann halt auch wieder fragt;3
timpritlove-20180320-rec_segment_0978;timpritlove-20180320-rec;segment_0978;worum geht es jetzt eigentlich? Also geht es jetzt darum,;worum geht es jetzt eigentlich also geht es jetzt darum;3
timpritlove-20180320-rec_segment_0979;timpritlove-20180320-rec;segment_0979;die Geldmaschine am Laufen zu halten oder geht es auch irgendwie um die eigentliche Arbeit. Spielt das dann an der Stelle überhaupt noch eine Rolle.;die geldmaschine am laufen zu halten oder geht es auch irgendwie um die eigentliche arbeit spielt das dann an der stelle überhaupt noch eine rolle;3
timpritlove-20180320-rec_segment_0980;timpritlove-20180320-rec;segment_0980;Das ist so das eine was ich sehe;das ist so das eine was ich sehe;3
timpritlove-20180320-rec_segment_0981;timpritlove-20180320-rec;segment_0981;*ehm*;ehm;3
timpritlove-20180320-rec_segment_0982;timpritlove-20180320-rec;segment_0982;Das andere ist natürlich auch was so die Ausbildung, die erste Ausbildung an sich betrifft. nicht Also auch die verkürzten;das andere ist natürlich auch was so die ausbildung die erste ausbildung an sich betrifft nicht also auch die verkürzten;3
timpritlove-20180320-rec_segment_0983;timpritlove-20180320-rec;segment_0983;Studienzeiten folgen ja im Prinzip auch so dieser Logik mit,;studienzeiten folgen ja im prinzip auch so dieser logik mit;3
timpritlove-20180320-rec_segment_0984;timpritlove-20180320-rec;segment_0984;naja dieses System muss halt schneller *eh* zumindest halbwegs brauchbar ausgebildete Mitarbeiter erzeugen.;naja dieses system muss halt schneller eh zumindest halbwegs brauchbar ausgebildete mitarbeiter erzeugen;3
timpritlove-20180320-rec_segment_0985;timpritlove-20180320-rec;segment_0985;Wo *eh* wo befinden wir uns jetzt sozusagen auf diese Weg. sind wir jetzt wieder sozusagen;wo eh wo befinden wir uns jetzt sozusagen auf diese weg sind wir jetzt wieder sozusagen;3
timpritlove-20180320-rec_segment_0986;timpritlove-20180320-rec;segment_0986;*eh* durch die Hintertür wieder *eh* auf dem Weg zum Mäzenatentum oder ist das jetzt;eh durch die hintertür wieder eh auf dem weg zum mäzenatentum oder ist das jetzt;3
timpritlove-20180320-rec_segment_1014;timpritlove-20180320-rec;segment_1014;die sozusagen unterfinanziert sind. Also was;die sozusagen unterfinanziert sind also was;3
timpritlove-20180320-rec_segment_1015;timpritlove-20180320-rec;segment_1015;lässt denn das Wissenschaftssystem in der derzeitigen Ausprägung;lässt denn das wissenschaftssystem in der derzeitigen ausprägung;3
timpritlove-20180320-rec_segment_1048;timpritlove-20180320-rec;segment_1048;Aber das ist quasi die Erkenntnis aus *eh* den letzten paar hundert Jahren, dass das;aber das ist quasi die erkenntnis aus eh den letzten paar hundert jahren dass das;3
timpritlove-20180320-rec_segment_1049;timpritlove-20180320-rec;segment_1049;eben passiert einfach, ja ja auch wenn man es nicht vorhersagen kann. Ja.;eben passiert einfach ja ja auch wenn man es nicht vorhersagen kann ja;3
timpritlove-20180320-rec_segment_1056;timpritlove-20180320-rec;segment_1056;Vielleicht nochmal so zum *ehm* aktuellen;vielleicht nochmal so zum ehm aktuellen;3
timpritlove-20180320-rec_segment_1057;timpritlove-20180320-rec;segment_1057;System. *ehm* Wir sind jetzt ein bisschen schnell hingerauscht, aber;system ehm wir sind jetzt ein bisschen schnell hingerauscht aber;3
timpritlove-20180320-rec_segment_1058;timpritlove-20180320-rec;segment_1058;die die die *eh* letzte wirklich nennenswerte *eh* Umstellung des;die die die eh letzte wirklich nennenswerte eh umstellung des;3
timpritlove-20180320-rec_segment_1059;timpritlove-20180320-rec;segment_1059;Wissenschaftssystems, also des des des eigentlichen Lehrprozesses, war ja dieser Bolognia *eh* Prozess, der quasi überhaupt erst mal so,;wissenschaftssystems also des des des eigentlichen lehrprozesses war ja dieser bolognia eh prozess der quasi überhaupt erst mal so;3
timpritlove-20180320-rec_segment_1060;timpritlove-20180320-rec;segment_1060;diese *eh*  wie heißt es so schön, die Harmonisierung, ja also Vereinheitlichung ja des Lehrsystems europaweit;diese eh wie heißt es so schön die harmonisierung ja also vereinheitlichung ja des lehrsystems europaweit;3
timpritlove-20180320-rec_segment_1061;timpritlove-20180320-rec;segment_1061;*eh* zum Ziel hat und sicherlich auch einiges dadurch einfacher macht, weil eben Bachelor und Master so als;eh zum ziel hat und sicherlich auch einiges dadurch einfacher macht weil eben bachelor und master so als;3
timpritlove-20180320-rec_segment_1062;timpritlove-20180320-rec;segment_1062;so zwei wohldefinierte Ausbildungsstufen des normalen Universitätsprozesses;so zwei wohldefinierte ausbildungsstufen des normalen universitätsprozesses;3
timpritlove-20180320-rec_segment_1063;timpritlove-20180320-rec;segment_1063;da natürlich schon ganz andere Vergleichbarkeit schafft, als es bisher war. Es gab ja früher;da natürlich schon ganz andere vergleichbarkeit schafft als es bisher war es gab ja früher;3
timpritlove-20180320-rec_segment_1065;timpritlove-20180320-rec;segment_1065;das *eh* kann ja auch nicht sein. *ehm*;das eh kann ja auch nicht sein ehm;3
timpritlove-20180320-rec_segment_1066;timpritlove-20180320-rec;segment_1066;Das läuft ja jetzt seit wann? Bolognia-Prozess *eh*;das läuft ja jetzt seit wann bolognia prozess eh;3
timpritlove-20180320-rec_segment_1067;timpritlove-20180320-rec;segment_1067;ist jetzt schon so einige Jahre *eh* unterwegs, ich weiß gar nicht, wann ging das los?;ist jetzt schon so einige jahre eh unterwegs ich weiß gar nicht wann ging das los;3
timpritlove-20180320-rec_segment_1068;timpritlove-20180320-rec;segment_1068;*ehm* 88 wurde das mal so;ehm achtundachtzig wurde das mal so;3
timpritlove-20180320-rec_segment_1069;timpritlove-20180320-rec;segment_1069;*eh* ja ne ernsthaft erdacht seit 10 jahren.  97 ging das glaube ich los.;eh ja ne ernsthaft erdacht seit zehn jahren siebenundneunzig ging das glaube ich los;3
timpritlove-20180320-rec_segment_1070;timpritlove-20180320-rec;segment_1070;Ernsthaft seit 10 Jahren und seit 97 ist es ist die Umsetzung begonnen worden. Ja;ernsthaft seit zehn jahren und seit siebenundneunzig ist es ist die umsetzung begonnen worden ja;3
timpritlove-20180320-rec_segment_1071;timpritlove-20180320-rec;segment_1071;genau, und es dauert ja dann eine Weile, bis die Universitäten ja ja darauf umgeschaltet haben ja ja.;genau und es dauert ja dann eine weile bis die universitäten ja ja darauf umgeschaltet haben ja ja;3
timpritlove-20180320-rec_segment_1072;timpritlove-20180320-rec;segment_1072;*eh* Kann man sagen, dass das sozusagen eine hatte das positive Auswirkungen? Hat es;eh kann man sagen dass das sozusagen eine hatte das positive auswirkungen hat es;3
timpritlove-20180320-rec_segment_1073;timpritlove-20180320-rec;segment_1073;also ich denke es negative Auswirkungen? ich denke, es ist zu früh. *ehm*;also ich denke es negative auswirkungen ich denke es ist zu früh ehm;3
timpritlove-20180320-rec_segment_1119;timpritlove-20180320-rec;segment_1119;Was jetzt nicht mehr so ist. Nee. *ehe* Aber ich bringe das nur als Beispiel, um zu sehen,;was jetzt nicht mehr so ist nee ehe aber ich bringe das nur als beispiel um zu sehen;3
timpritlove-20180320-rec_segment_1124;timpritlove-20180320-rec;segment_1124;Aber ich jetzt abgesehen von der Finanz *eh* debatte, die ich jetzt mal nebenanstellen will, grundsätzlich;aber ich jetzt abgesehen von der finanz eh debatte die ich jetzt mal nebenanstellen will grundsätzlich;3
timpritlove-20180320-rec_segment_1125;timpritlove-20180320-rec;segment_1125;sagen Sie, ist diese Vereinheitlichung *eh* des Lehrsystems etwas, was an sich;sagen sie ist diese vereinheitlichung eh des lehrsystems etwas was an sich;3
timpritlove-20180320-rec_segment_1126;timpritlove-20180320-rec;segment_1126;förderlich sein kann, für die Weiterentwicklung des Wissenschaftssystems als solchem?;förderlich sein kann für die weiterentwicklung des wissenschaftssystems als solchem;3
timpritlove-20180320-rec_segment_1144;timpritlove-20180320-rec;segment_1144;Und auch mehr Mut *eh* auf den Tisch ja bringen quasi. Ja. ja;und auch mehr mut eh auf den tisch ja bringen quasi ja ja;3
timpritlove-20180320-rec_segment_1149;timpritlove-20180320-rec;segment_1149;ein;ein;3
timpritlove-20180320-rec_segment_1152;timpritlove-20180320-rec;segment_1152;der Stelle *ehm*;der stelle ehm;3
timpritlove-20180320-rec_segment_1153;timpritlove-20180320-rec;segment_1153;stellt sich ja im Prinzip die selbe Frage ja. Also *eh* wo wo mache ich das, wo hänge ich meine *eh* Forschung auf.;stellt sich ja im prinzip die selbe frage ja also eh wo wo mache ich das wo hänge ich meine eh forschung auf;3
timpritlove-20180320-rec_segment_1154;timpritlove-20180320-rec;segment_1154;Gemeinhin sind es halt einerseits die Universitäten oder die Max Planck *eh* Gesellschaft, eben diese wissenschaftlichen;gemeinhin sind es halt einerseits die universitäten oder die max planck eh gesellschaft eben diese wissenschaftlichen;3
timpritlove-20180320-rec_segment_1155;timpritlove-20180320-rec;segment_1155;*eh* Gesellschaften, die sich zusammentun, um dann wiederum Forschungsinstitute *eh* aufzustellen.;eh gesellschaften die sich zusammentun um dann wiederum forschungsinstitute eh aufzustellen;3
timpritlove-20180320-rec_segment_1156;timpritlove-20180320-rec;segment_1156;Gibt es denn da ein , ist das;gibt es denn da ein ist das;3
timpritlove-20180320-rec_segment_1157;timpritlove-20180320-rec;segment_1157;also inwiefern wie muss man das System verstehen, was trägt;also inwiefern wie muss man das system verstehen was trägt;3
timpritlove-20180320-rec_segment_1159;timpritlove-20180320-rec;segment_1159;derzeit. Welche Rolle spielen auch Stiftungen *mhm* in dem Zusammenhang, würde mich nochmal interessieren.;derzeit welche rolle spielen auch stiftungen mhm in dem zusammenhang würde mich nochmal interessieren;3
timpritlove-20180320-rec_segment_1160;timpritlove-20180320-rec;segment_1160;Und *ehm* gibt es dort auch neue;und ehm gibt es dort auch neue;3
timpritlove-20180320-rec_segment_1161;timpritlove-20180320-rec;segment_1161;Trends, wie sich das noch weiter;trends wie sich das noch weiter;3
timpritlove-20180320-rec_segment_1162;timpritlove-20180320-rec;segment_1162;aufteilen kann.;aufteilen kann;3
timpritlove-20180320-rec_segment_1211;timpritlove-20180320-rec;segment_1211;Aber das funktioniert nicht, wenn man es zu eng macht. weil man dann Ja, weil dann habe ich natürlich jetzt und morgen ein Produkt, aber nicht in zehn Jahren.;aber das funktioniert nicht wenn man es zu eng macht weil man dann ja weil dann habe ich natürlich jetzt und morgen ein produkt aber nicht in zehn jahren;3
timpritlove-20180320-rec_segment_1213;timpritlove-20180320-rec;segment_1213;warum funktioniert das nicht? Funktioniert das deshalb nicht, weil die Motivation der Wissenschaftler in *eh* zu engen Grenzen erlahmt oder weil man einfach nicht zu breit;warum funktioniert das nicht funktioniert das deshalb nicht weil die motivation der wissenschaftler in eh zu engen grenzen erlahmt oder weil man einfach nicht zu breit;3
